frame_index,n_windows,residual_median_deg,residual_max_deg,cross_window_dispersion_deg
4,2,2.3293370984668638,2.5189910954728183,0.0
5,2,1.9692039940113848,2.253188936279587,0.45658591115810937
6,2,1.9957824516015419,2.018006872812376,1.947921043133796
7,2,0.8181916390629513,0.8673883667542012,0.7429861267611241
8,3,2.2477629182342858,2.938584094128508,4.095991505048508
9,3,1.6352287682537918,4.540179655935181,5.219143117162723
10,3,1.0883602092617701,2.8513529261772073,3.330046185184368
11,3,0.9898357910458901,1.3958911281359383,2.087818324070909
12,4,1.4274949963413814,5.412670105242412,5.3264708913088175
13,4,0.4936587578582829,1.7475650523527106,0.6114752443857566
14,4,2.528134641333292,2.9740595063092012,3.0010943874682745
15,4,2.2869945055860788,3.2166394317460885,3.288818548794962
16,4,2.081913678493927,2.9830685227003113,3.3286666774051383
17,4,1.105321208775634,1.9960857892890649,1.4478181454734684
18,4,2.0386952680885795,3.3091643207354102,3.5299042652073696
19,4,0.4948216084782636,1.8634473211804188,1.474223729873835
20,4,0.8538406820507263,5.933744620856863,6.058432323944188
21,4,0.0,5.518178394679313,6.08818246317299
22,4,1.948489032326591,5.517260239330989,7.8200992466445545
23,4,1.6216620292482902,5.2537713227495715,8.249790088261054
24,4,3.136657173904365,9.937260780288362,11.111451400562936
25,4,3.414027478894871,9.127681699731143,11.007298382019435
26,4,3.5765100532699736,8.977121388219032,10.759016326474798
27,4,3.1901168542624756,9.103193873696405,11.173849845182977
28,4,6.453557074064814,13.00594356027197,12.484912232358987
29,4,5.575206129056824,13.098572543109535,12.670198901474542
30,4,6.926016504185926,12.953992197623206,12.440138334878178
31,4,6.898147505803902,12.835793447387992,11.9281338774668
32,4,7.812905672907808,13.747729710241588,13.653641703424974
33,4,6.975895316242508,13.549090500512756,13.521091637198607
34,4,6.903695717478657,13.65554909759762,13.688107275608141
35,4,6.614582728160247,14.140804109427032,14.198018600824186
36,4,3.7660553856817742,8.378444121016125,9.032359581913825
37,4,3.6424814654578883,8.353034195186455,9.30333067013785
38,4,3.462713627955738,8.473711590591519,9.394154438481355
39,4,3.110876225784822,9.379668012166801,10.080523203106972
40,4,1.5280488572710365,4.747635711769353,5.932580182029556
41,4,2.169021242541082,4.965309092341753,6.047611544676436
42,4,1.8894873382976807,5.053310517633753,6.139219940452908
43,4,2.1167184639242005,6.6720966696808075,7.045750675487329
44,4,2.6330029003790596,3.9094808298248584,4.3706638132336675
45,4,1.5074955353102286,1.9307906177406968,1.0221704906311104
46,4,1.0190182732495403,3.4982393554100772,2.02867698182116
47,4,2.900298286209731,4.301866992838793,3.3278928073866547
48,4,2.310523009313384,3.1138737719454896,3.2471616447691316
49,4,1.7298292933139168,2.4835075021357,1.9600288095658298
50,4,2.1584089699173923,3.3812284070131065,3.704218728087869
51,4,1.6993902604461222,2.315007308494889,2.149249575088823
52,4,1.6752422577382136,6.279896245347727,6.694132339065177
53,4,0.7199177740062703,5.47744411696187,6.687887946293208
54,4,1.3518530447530615,5.325951196122046,6.606049974383385
55,4,1.2509303891898966,5.03302974526773,6.766626074485521
56,4,3.6558878371526227,9.571044680156941,10.502888439970699
57,4,3.1680271891929204,9.201334975238435,10.114175721004644
58,4,4.067633793310665,9.264379550338095,10.339938773849209
59,4,4.999494792622432,9.202135300299904,10.13611220353729
60,4,7.270222398403551,13.909297057815094,13.251560968748043
61,4,7.11805226302557,13.568535710261367,14.242522474700005
62,4,6.798497459931662,13.542777345325831,13.142862091656545
63,4,6.128622081257904,13.56727372615726,12.962914693596291
64,4,7.581291456687049,13.691097510790147,14.009030560887322
65,4,7.351075099429567,13.895354755270263,14.162240107738597
66,4,6.838843416275477,13.802878754074007,14.013351844310643
67,4,6.620664298926362,14.101393936772835,14.115194620803717
68,4,3.6356740294635115,8.580243807242041,9.484089427027866
69,4,3.487587255003594,8.575375043598198,9.164943801761389
70,4,3.309034780511995,8.869323219042016,9.47922301534585
71,4,3.230776796932825,9.465987885539384,9.856587984111409
72,4,2.9437154872276188,4.495487673493747,6.6827805426688975
